Nuclei_Location_Center_X,Nuclei_Location_Center_Y
1188,1169
838,1165
952,1167
2000,1169
759,1176
1543,1170
1571,1173
1602,1169
590,1159
1409,1179
980,1171
1024,1187
1815,1171
1970,1166
2014,1178
481,1170
555,1176
616,1172
1722,1177
1800,1175
608,1180
1448,1166
1478,1173
1773,1179
2029,1188
808,1177
1751,1182
191,1177
791,1183
1794,1181
906,1177
919,1175
1007,1181
1465,1170
477,1187
855,1175
1560,1185
1975,1199
211,1176
577,1168
828,1181
1589,1185
519,1184
639,1199
2001,1181
245,1184
1480,1186
557,1185
1014,1191
1506,1186
178,1178
757,1188
816,1194
845,1211
537,1188
1375,1192
1544,1200
2002,1201
231,1179
1440,1184
1524,1184
1835,1188
496,1193
949,1199
1760,1189
595,1191
982,1201
1737,1194
1794,1199
619,1193
631,1190
867,1194
899,1188
1460,1198
1812,1191
1843,1196
1413,1199
1426,1190
1728,1193
231,1199
215,1198
858,1193
1619,1187
607,1205
818,1204
931,1192
1631,1194
1665,1193
780,1195
1581,1203
563,1210
158,1197
1753,1202
584,1201
650,1219
791,1209
1629,1207
1944,1213
224,1211
1735,1207
881,1197
900,1205
967,1201
1767,1203
202,1201
1470,1206
1647,1197
1923,1197
1513,1207
1567,1213
1621,1216
1670,1210
862,1209
1904,1203
619,1212
595,1220
198,1215
273,1214
1839,1206
458,1223
766,1216
1686,1215
906,1214
1759,1227
1862,1207
1460,1215
435,1221
1007,1208
1556,1226
183,1221
1661,1221
247,1222
543,1218
1439,1212
1501,1224
1536,1221
1788,1221
1888,1215
1916,1219
554,1219
807,1222
866,1231
894,1224
953,1226
175,1227
395,1216
1408,1219
1846,1230
155,1228
1930,1222
747,1204
1746,1224
1521,1223
615,1225
779,1215
927,1225
1009,1227
1951,1227
747,1228
796,1236
985,1224
1826,1232
533,1227
630,1229
1644,1233
181,1244
279,1227
521,1254
1867,1232
1910,1233
950,1236
1225,1227
1718,1230
1812,1219
1880,1230
504,1237
1436,1233
289,1238
545,1236
611,1240
1516,1238
1588,1217
1622,1232
1654,1242
904,1240
1735,1237
562,1244
992,1238
1938,1241
1906,1249
206,1237
266,1244
590,1245
774,1234
1596,1236
1875,1243
665,1236
1546,1241
1892,1247
197,1244
1681,1240
847,1243
918,1239
1840,1248
1865,1246
940,1250
1795,1241
1558,1255
882,1242
1004,1248
782,1245
1532,1253
1672,1255
1809,1251
163,1255
892,1249
222,1259
604,1253
917,1261
1768,1248
193,1253
281,1252
1406,1255
1824,1251
1873,1255
211,1280
476,1247
1753,1255
1937,1255
808,1247
859,1261
947,1264
1723,1253
1784,1261
1855,1257
268,1258
847,1258
1816,1255
302,1248
1007,1276
1801,1263
351,1251
1641,1256
1698,1256
641,1254
818,1262
1526,1267
1901,1267
1408,1265
1556,1266
1729,1259
1578,1268
285,1273
834,1254
1453,1274
1662,1269
1928,1261
365,1248
1434,1272
894,1264
625,1265
1641,1267
1862,1258
702,1258
781,1268
1602,1275
1712,1263
190,1274
320,1259
665,1261
670,1270
503,1274
880,1271
1678,1272
239,1271
1744,1269
1819,1276
254,1269
1292,1274
1563,1276
1786,1276
1874,1272
1919,1275
1829,1268
513,1275
706,1274
715,1276
1060,1273
1532,1279
1634,1284
1756,1277
172,1281
435,1268
570,1288
684,1272
1591,1276
554,1268
995,1279
349,1264
721,1267
1422,1285
1497,1283
53,1281
1659,1281
829,1277
1647,1281
891,1286
1566,1284
1616,1284
603,1286
801,1281
244,1283
558,1292
299,1290
322,1284
739,1283
1045,1272
1499,1298
1793,1294
1860,1279
354,1284
1760,1289
1777,1289
284,1290
909,1282
1845,1284
159,1290
263,1294
457,1270
1883,1288
345,1304
638,1282
1524,1290
1653,1292
712,1297
875,1290
1212,1291
1625,1289
1669,1292
334,1299
521,1286
934,1290
1018,1290
1258,1294
1605,1291
1917,1295
744,1295
835,1294
1028,1291
1906,1306
1553,1301
422,1283
652,1297
1610,1298
730,1298
899,1307
1584,1295
1729,1303
624,1298
757,1296
1269,1292
1752,1299
236,1299
527,1302
1886,1307
590,1297
1052,1302
1219,1303
539,1288
665,1309
779,1297
885,1319
1256,1305
613,1301
823,1300
1026,1306
1872,1309
936,1319
967,1294
1520,1302
1688,1306
1856,1333
1234,1308
720,1324
736,1307
1668,1305
1768,1305
439,1300
465,1309
802,1307
1713,1308
313,1312
418,1304
829,1312
988,1315
1089,1298
253,1313
764,1313
928,1313
1030,1316
1277,1296
1390,1308
237,1316
1007,1304
1657,1323
1066,1287
1648,1317
1791,1320
293,1325
1107,1311
1569,1315
1589,1315
632,1312
521,1319
1067,1316
547,1320
731,1319
950,1322
873,1324
1081,1321
1250,1321
1511,1314
1741,1316
1766,1320
740,1327
916,1322
965,1320
1213,1312
1019,1323
1199,1314
1698,1321
612,1340
674,1324
1389,1327
575,1320
1013,1331
1038,1325
1377,1317
1644,1340
630,1324
667,1337
756,1330
817,1326
1717,1325
501,1323
614,1327
790,1324
1370,1332
520,1336
1098,1334
1580,1332
1505,1330
833,1330
850,1332
1118,1322
1234,1338
1535,1325
562,1338
1761,1332
143,1331
975,1331
1038,1333
419,1324
1272,1340
1551,1337
1681,1326
1735,1334
764,1337
951,1338
1596,1339
872,1340
1211,1340
1519,1337
646,1345
1178,1333
1561,1332
1674,1350
454,1333
795,1341
1697,1341
481,1341
1773,1344
976,1344
1306,1332
861,1344
1256,1341
1336,1336
494,1346
778,1341
845,1343
1008,1342
1599,1353
424,1350
1311,1350
136,1342
601,1348
1035,1345
1164,1337
1541,1343
576,1345
916,1340
936,1352
1064,1354
1559,1356
549,1353
1356,1349
515,1349
1043,1349
1290,1355
1385,1359
1252,1354
576,1354
850,1355
886,1348
1590,1361
456,1356
531,1350
1728,1348
503,1356
1695,1364
239,1350
441,1361
1184,1352
1517,1357
1756,1359
1135,1364
1551,1365
860,1361
783,1357
1018,1359
1342,1365
515,1362
1118,1364
1174,1362
1521,1355
592,1371
642,1371
945,1360
1281,1367
255,1365
611,1369
956,1365
1382,1371
533,1365
549,1366
114,1362
240,1365
469,1367
569,1372
1857,1368
883,1363
1494,1363
440,1372
529,1372
995,1366
1079,1371
1098,1371
509,1374
1036,1373
1263,1365
1314,1371
1160,1367
1180,1378
1770,1373
953,1380
1062,1374
1135,1375
125,1395
869,1394
982,1368
463,1377
1283,1376
1297,1377
763,1363
1219,1380
1351,1393
79,1372
753,1376
246,1382
391,1379
430,1381
915,1369
556,1386
938,1380
994,1386
1263,1383
788,1384
1236,1370
1545,1388
1044,1388
1234,1393
763,1393
1095,1389
493,1385
1576,1386
1733,1384
23,1378
423,1385
1053,1397
1118,1387
1281,1388
264,1387
889,1383
907,1391
974,1381
1370,1384
479,1392
801,1384
1068,1389
239,1396
846,1386
1194,1379
1214,1391
1755,1393
517,1392
542,1391
1488,1389
1537,1396
1769,1390
33,1391
920,1391
1267,1398
267,1399
940,1397
1331,1397
100,1383
213,1398
883,1395
1025,1396
1292,1393
1315,1392
1782,1389
814,1380
1127,1398
1696,1386
59,1372
71,1404
257,1396
1013,1406
1180,1399
1246,1388
296,1384
1153,1395
894,1403
1572,1399
422,1402
639,1389
978,1402
1736,1402
379,1395
508,1426
1064,1412
1219,1400
1716,1404
565,1404
799,1408
1092,1409
1167,1414
290,1408
311,1407
1756,1408
98,1407
228,1417
216,1406
310,1395
831,1416
326,1397
1235,1414
270,1409
538,1408
1166,1404
1693,1409
252,1411
814,1412
1000,1423
1334,1416
1524,1411
1544,1407
1782,1405
584,1403
611,1404
1289,1409
1308,1408
430,1417
930,1410
1762,1417
349,1410
1589,1409
13,1416
79,1417
840,1406
294,1416
320,1415
423,1414
950,1431
1308,1420
1189,1412
1570,1414
1710,1416
106,1420
261,1420
338,1403
490,1440
1126,1414
1792,1417
1818,1411
35,1420
307,1420
362,1406
525,1433
714,1412
480,1410
912,1420
1260,1416
269,1424
329,1422
885,1417
1084,1432
66,1425
1546,1426
1683,1422
978,1428
1200,1432
1795,1432
603,1426
669,1421
868,1429
1515,1422
1533,1425
735,1412
1122,1433
1366,1435
292,1426
333,1441
373,1434
450,1422
772,1417
1280,1439
1380,1421
1681,1428
1754,1425
34,1441
854,1429
1511,1438
1838,1426
1921,1421
253,1428
726,1439
751,1426
772,1439
917,1428
1715,1431
482,1435
803,1433
1488,1423
20,1436
716,1431
822,1433
1109,1440
1214,1419
1806,1411
436,1432
932,1433
1182,1430
1755,1440
892,1433
964,1440
1296,1440
1685,1438
1730,1461
674,1438
704,1425
1461,1432
1918,1442
417,1446
688,1431
1314,1441
1497,1440
924,1443
754,1440
1182,1442
1590,1432
1702,1440
54,1446
844,1436
1159,1442
1487,1445
1846,1449
242,1440
465,1442
610,1438
855,1443
1240,1443
1615,1442
1644,1442
285,1438
353,1438
1744,1446
82,1438
1128,1438
1331,1438
583,1449
1698,1450
836,1450
110,1441
237,1452
589,1442
894,1448
911,1441
1187,1458
1657,1454
211,1444
362,1452
1232,1456
1296,1457
1674,1445
1770,1455
1779,1445
648,1446
751,1453
455,1457
713,1457
1785,1459
611,1450
871,1454
1723,1454
569,1438
42,1456
689,1467
80,1461
648,1460
851,1462
812,1459
925,1456
266,1460
623,1462
422,1456
1750,1465
1344,1462
1565,1464
782,1455
898,1470
1316,1466
397,1471
566,1467
599,1465
763,1469
889,1464
1225,1470
1548,1480
202,1457
738,1460
1353,1449
1818,1459
1864,1458
117,1460
365,1469
383,1458
662,1464
817,1465
949,1464
1536,1468
33,1472
76,1472
356,1469
749,1470
1601,1474
1790,1471
241,1475
709,1473
1676,1470
840,1471
1174,1472
1720,1473
1761,1479
1789,1486
311,1471
1204,1473
1832,1476
826,1472
873,1472
896,1490
923,1465
1694,1487
1802,1478
788,1486
93,1471
200,1472
222,1468
285,1464
603,1479
723,1488
820,1483
976,1487
1536,1481
1742,1482
57,1471
323,1459
642,1478
699,1482
740,1492
1190,1479
1372,1474
1657,1482
300,1482
582,1474
629,1488
365,1483
373,1489
686,1482
878,1487
133,1484
1813,1491
267,1483
389,1487
777,1485
930,1485
1592,1484
1645,1486
842,1488
1710,1481
753,1487
42,1491
673,1485
19,1493
85,1497
317,1490
581,1489
1520,1500
1682,1495
67,1497
413,1484
767,1486
805,1489
833,1490
1768,1492
55,1496
1670,1494
604,1496
619,1493
1205,1497
1592,1498
1648,1495
418,1496
860,1488
188,1493
923,1487
1225,1498
142,1496
400,1506
668,1498
818,1500
902,1498
228,1505
807,1502
893,1502
206,1496
369,1509
847,1507
379,1504
657,1501
342,1493
415,1504
785,1505
830,1504
1747,1504
260,1500
647,1503
874,1502
351,1508
683,1503
1440,1499
120,1508
648,1511
777,1505
1346,1513
1641,1508
1851,1514
128,1514
331,1510
767,1503
959,1502
1401,1507
1504,1508
390,1518
548,1513
1193,1506
914,1511
1203,1520
1331,1515
65,1513
148,1510
183,1511
669,1513
77,1515
632,1516
890,1513
735,1519
1176,1519
34,1513
812,1518
960,1517
1229,1525
160,1518
149,1519
195,1526
1455,1522
325,1530
244,1521
262,1526
770,1520
864,1520
926,1515
1414,1515
1430,1523
592,1515
953,1493
1172,1535
579,1511
1856,1530
277,1529
444,1531
608,1519
685,1518
46,1523
592,1530
657,1525
789,1523
572,1534
752,1522
212,1530
345,1525
673,1529
1686,1531
1714,1534
129,1530
366,1528
632,1530
1452,1531
19,1527
400,1532
760,1532
844,1535
696,1527
714,1534
910,1532
2005,1532
735,1536
1162,1538
1662,1534
1845,1545
761,1538
883,1533
946,1541
200,1548
259,1540
276,1532
869,1553
356,1539
1473,1537
1700,1523
56,1537
563,1545
176,1532
422,1541
853,1545
1100,1540
155,1537
1617,1543
433,1537
611,1544
1091,1543
1440,1551
35,1538
123,1546
219,1542
371,1545
522,1535
1249,1542
1983,1538
663,1540
744,1543
1264,1559
639,1548
892,1547
1742,1551
145,1540
545,1534
785,1539
863,1546
336,1546
13,1551
83,1541
166,1550
765,1550
1077,1545
1652,1550
1685,1550
237,1541
487,1540
506,1539
580,1555
514,1554
593,1546
630,1547
697,1554
843,1545
1725,1568
83,1573
107,1553
273,1554
678,1551
685,1556
405,1550
461,1537
656,1552
459,1556
857,1554
556,1561
649,1572
181,1551
249,1559
795,1561
28,1559
361,1563
588,1556
210,1563
382,1559
1634,1559
95,1555
1065,1555
114,1558
236,1564
670,1561
910,1557
958,1557
283,1562
453,1570
1280,1543
260,1561
720,1555
133,1562
483,1563
536,1557
1652,1562
1693,1571
60,1558
190,1563
609,1568
659,1566
741,1562
816,1568
842,1563
399,1575
643,1571
107,1568
144,1568
153,1564
588,1571
323,1563
377,1565
768,1569
1622,1561
466,1564
271,1570
37,1573
50,1574
184,1572
405,1571
425,1568
687,1572
882,1570
1670,1569
225,1571
488,1575
127,1583
339,1561
865,1577
1700,1574
625,1566
1456,1574
1829,1567
552,1577
841,1579
1652,1577
1686,1571
760,1587
1496,1572
16,1578
924,1589
208,1583
497,1592
521,1571
774,1578
29,1579
672,1580
801,1577
64,1586
776,1575
1467,1577
514,1591
319,1616
889,1580
330,1580
467,1581
831,1581
49,1586
104,1580
182,1584
439,1583
612,1586
697,1591
981,1584
1640,1578
234,1580
482,1589
424,1589
735,1582
1479,1579
917,1588
969,1593
360,1590
393,1592
860,1592
1811,1584
1673,1585
1702,1591
401,1598
577,1585
663,1591
824,1592
1788,1597
302,1595
774,1599
896,1594
953,1595
436,1602
637,1587
983,1599
1460,1590
1647,1605
1683,1596
1722,1593
240,1599
344,1592
480,1598
72,1597
457,1592
797,1597
845,1616
417,1601
714,1588
812,1597
216,1599
288,1604
920,1598
1294,1604
121,1600
592,1603
1743,1595
882,1603
1693,1601
1756,1608
1778,1601
88,1609
304,1606
1806,1603
907,1600
1164,1600
1739,1608
332,1605
464,1602
481,1605
633,1611
446,1605
745,1603
261,1619
356,1616
558,1609
720,1618
1715,1612
137,1603
470,1608
375,1618
757,1605
1774,1611
614,1602
651,1607
829,1611
1007,1623
1502,1599
1796,1617
680,1602
1700,1619
168,1614
411,1619
424,1613
425,1635
817,1620
1396,1628
479,1617
573,1618
663,1625
858,1628
896,1615
33,1616
995,1619
211,1626
310,1618
158,1603
499,1626
1020,1619
185,1624
699,1623
455,1615
1299,1627
387,1633
715,1625
1735,1625
461,1632
629,1626
867,1637
336,1627
527,1624
755,1623
803,1636
1758,1628
108,1609
446,1632
514,1636
536,1640
752,1635
913,1621
1720,1627
22,1630
79,1620
609,1626
1033,1634
240,1623
397,1638
478,1638
51,1618
565,1641
882,1634
955,1633
137,1630
172,1632
444,1649
553,1639
31,1641
160,1627
417,1634
897,1634
290,1629
1148,1631
1817,1628
74,1635
281,1641
585,1631
711,1639
192,1640
890,1640
591,1649
1028,1653
1756,1642
175,1641
425,1657
691,1636
1010,1645
646,1642
926,1657
118,1643
303,1639
242,1647
777,1651
910,1662
1301,1642
269,1643
311,1659
1954,1644
1497,1644
946,1647
1808,1644
1835,1648
2010,1643
197,1649
715,1655
633,1658
755,1655
1704,1657
45,1654
892,1662
234,1656
736,1641
103,1655
685,1660
1478,1658
1818,1659
1944,1653
278,1669
293,1659
695,1668
171,1655
647,1676
196,1658
1777,1661
18,1663
75,1661
1714,1670
1493,1663
1977,1675
222,1658
740,1657
648,1664
58,1668
1829,1667
706,1679
991,1669
1897,1666
1476,1676
1809,1666
1850,1662
255,1668
771,1677
950,1672
1973,1680
186,1680
201,1674
41,1672
82,1671
1948,1681
170,1677
229,1670
158,1677
273,1688
996,1688
1247,1663
1742,1684
127,1677
1499,1672
1797,1681
1852,1678
1898,1677
944,1679
1503,1689
1822,1688
1867,1677
108,1671
748,1678
177,1683
100,1688
120,1687
221,1681
259,1695
243,1687
963,1690
1514,1710
942,1696
1260,1688
753,1693
197,1693
1227,1697
35,1687
48,1704
976,1683
1288,1691
1272,1708
57,1707
203,1710
233,1715
1245,1702
975,1711
168,1704
988,1706
1258,1706
1226,1712
1296,1716
29,1709
836,1712
947,1713
17,1703
126,1711
179,1720
810,1716
101,1717
1264,1718
115,1721
137,1724
985,1727
20,1735
81,1726
591,1736
32,1727
966,1733
45,1741
955,1733
89,1735
107,1749
986,1738
64,1733
1462,1741
128,1743
752,1744
1214,1745
86,1757
790,1751
70,1752
985,1761
1273,1767
1203,1754
129,1754
1711,1757
1185,1748
116,1759
947,1747
865,1755
20,1765
1203,1772
971,1776
1184,1769
340,1776
936,1773
1156,1774
966,1790
1181,1786
1851,1779
1391,1788
1609,1783
1411,1789
134,1788
1199,1794
43,1794
290,1786
1152,1808
248,1794
267,1786
37,1808
830,1805
886,1812
29,1818
262,1814
932,1810
247,1814
237,1812
624,1811
181,1806
219,1813
642,1820
278,1823
168,1822
307,1826
1196,1814
1340,1817
203,1820
177,1828
949,1825
548,1829
155,1825
253,1830
136,1833
496,1836
1378,1844
173,1838
223,1848
286,1839
1412,1834
195,1840
304,1841
682,1841
159,1842
1714,1831
526,1830
938,1841
257,1845
1204,1842
955,1841
37,1834
146,1870
500,1846
1401,1846
242,1844
692,1840
1214,1837
1388,1851
379,1846
53,1846
159,1853
281,1855
683,1859
125,1846
1181,1860
1227,1847
177,1859
971,1856
1408,1858
1718,1858
71,1860
247,1862
516,1860
714,1866
1705,1871
209,1868
1208,1870
952,1867
226,1878
967,1868
696,1883
105,1874
1729,1881
198,1867
179,1884
1712,1880
951,1884
1521,1882
203,1904
238,1888
1507,1879
1743,1881
907,1874
1750,1877
978,1868
32,1887
548,1896
68,1888
494,1879
11,1890
1566,1883
100,1887
1751,1897
50,1890
1488,1892
1585,1898
1040,1894
158,1892
111,1899
508,1890
123,1901
474,1893
952,1896
26,1900
1048,1907
1695,1898
189,1899
163,1901
249,1911
225,1900
1228,1908
59,1907
537,1910
49,1904
968,1905
951,1913
1395,1904
1498,1915
148,1911
174,1910
1514,1914
160,1914
524,1915
135,1911
54,1923
1003,1915
1690,1910
1714,1919
972,1919
1456,1914
1733,1912
125,1923
1217,1919
1571,1916
70,1916
143,1923
987,1915
1061,1922
1590,1920
96,1925
177,1928
1777,1939
1758,1934
499,1932
159,1924
1237,1924
1662,1926
543,1932
331,1927
515,1935
1013,1917
236,1924
1798,1922
556,1920
1461,1935
1568,1934
1260,1935
1097,1939
1840,1926
158,1933
233,1941
581,1928
965,1938
1604,1939
935,1925
1212,1934
54,1935
97,1938
32,1927
1247,1939
1484,1941
1806,1945
75,1944
220,1955
975,1942
1002,1939
84,1945
1231,1941
49,1943
956,1937
1840,1945
1269,1937
1331,1935
516,1948
1061,1941
540,1950
575,1950
1795,1949
1463,1953
1584,1949
141,1951
201,1946
63,1947
1041,1951
903,1952
46,1953
961,1953
1020,1951
1257,1955
164,1947
515,1972
557,1959
1213,1951
1335,1958
1855,1954
1242,1960
989,1951
1066,1958
131,1971
1826,1957
570,1974
1539,1963
1593,1961
1837,1970
1098,1965
1179,1965
158,1971
969,1963
84,1962
538,1967
32,1959
1215,1973
1861,1964
16,1971
895,1967
925,1981
1413,1965
1477,1967
915,1963
1810,1981
1083,1983
1237,1974
1269,1972
550,1972
587,1975
1825,1979
1855,1977
95,1982
1301,1981
44,1975
1033,1973
1328,1975
1059,1975
1560,1976
900,1984
1536,1986
531,1983
944,1985
1289,1981
1326,1987
1661,1982
913,1988
1314,1988
1837,1988
1848,1989
1247,1990
1039,1990
1203,1985
979,1994
1003,1978
1054,1988
1226,1995
1239,1997
1874,1984
1266,1994
1790,1990
542,1990
1061,1996
1312,1998
1348,1994
943,1994
1024,1990
1335,2000
949,2003
1297,2005
1611,1990
1109,1993
1374,2000
1197,1996
1666,2001
556,2000
1255,1993
1838,2004
885,1999
926,2004
980,2006
16,2007
1349,2004
1331,2011
1438,2004
1043,2010
1227,2008
1275,2000
1318,2024
1927,2012
709,1996
903,2009
1013,2007
31,2007
1479,2014
859,2022
1080,2005
1240,2013
956,2010
1805,2007
592,2015
966,2018
1456,2025
59,2018
892,2014
1583,2007
843,2018
19,2021
981,2022
876,2018
1108,2011
1265,2021
1561,2010
883,2016
938,2021
311,2026
991,2027
1069,2021
1835,2021
1862,2021
417,2029
956,2022
1890,2030
1832,2029
552,2025
1016,2030
1546,2022
1298,2026
1773,2025
1818,2031
849,2032
952,2033
1172,2017
560,2032
1278,2030
1259,2028
1288,2034
428,2035
570,2034
980,2036
835,2030
936,2034
1843,2041
