Nuclei_Location_Center_X,Nuclei_Location_Center_Y
211,1174
1985,1181
1744,1178
661,1176
1497,1173
1534,1176
557,1175
826,1176
1012,1176
1533,1190
1793,1176
489,1176
501,1186
948,1178
867,1197
988,1176
804,1176
31,1171
148,1177
2029,1191
654,1189
1547,1181
115,1180
530,1187
889,1180
1223,1197
1940,1181
1978,1194
919,1183
1456,1181
1732,1182
1796,1187
759,1189
628,1192
973,1202
1018,1183
1704,1183
1721,1186
15,1186
236,1185
558,1189
180,1189
953,1199
1451,1189
1781,1191
197,1194
519,1190
1511,1186
142,1194
814,1190
910,1198
572,1205
1685,1179
212,1196
844,1197
931,1197
1498,1193
498,1204
54,1194
1630,1189
1450,1200
1518,1206
796,1201
941,1192
1731,1196
1797,1207
79,1213
170,1196
148,1212
607,1205
1006,1205
1674,1193
218,1205
1710,1209
531,1213
1554,1199
1973,1210
27,1212
1943,1203
1957,1196
233,1203
883,1204
919,1204
1451,1208
1750,1207
1113,1208
1603,1207
1585,1217
1480,1203
1632,1197
1427,1207
1537,1221
1569,1209
607,1217
1668,1214
919,1214
1766,1197
1812,1207
776,1218
795,1214
1406,1217
1745,1223
1828,1212
1859,1210
502,1215
753,1210
821,1212
1220,1213
653,1215
887,1221
1020,1223
831,1221
1644,1213
1846,1217
632,1221
1427,1225
1483,1230
158,1223
1558,1219
1721,1234
1767,1223
1450,1228
1616,1226
1000,1226
1521,1225
866,1232
537,1231
807,1225
1835,1228
1843,1225
219,1230
893,1225
274,1222
1500,1223
1784,1235
1879,1234
611,1234
848,1222
1630,1229
1734,1244
810,1237
946,1223
1464,1229
1560,1237
760,1227
1706,1235
773,1235
1688,1226
1886,1222
1001,1237
1665,1233
1778,1231
643,1234
1833,1236
564,1236
784,1242
1804,1238
1678,1240
1699,1249
758,1238
1444,1225
1626,1240
1796,1241
261,1239
903,1237
496,1236
664,1233
829,1238
1019,1241
739,1235
202,1234
948,1245
1729,1245
230,1249
1390,1244
1636,1248
1838,1253
162,1254
874,1248
1614,1242
1665,1249
270,1261
514,1244
586,1231
612,1250
657,1251
935,1253
1472,1246
488,1247
1650,1249
1750,1252
982,1238
813,1252
925,1246
1879,1251
1633,1258
504,1258
629,1259
628,1249
1589,1248
1679,1253
1764,1255
543,1255
1429,1258
1608,1266
529,1255
1819,1246
215,1261
293,1241
569,1253
241,1260
616,1261
673,1248
835,1250
961,1253
986,1265
1206,1255
1671,1259
1696,1265
99,1253
333,1254
1453,1263
221,1275
313,1257
1782,1262
832,1267
1746,1267
795,1272
932,1265
1017,1264
1034,1255
1859,1245
129,1268
197,1269
517,1262
1715,1260
1800,1264
1889,1258
878,1267
1475,1274
1494,1281
1716,1277
298,1269
527,1270
903,1263
548,1285
598,1266
709,1258
995,1272
1271,1262
1438,1277
182,1277
479,1263
1870,1268
581,1276
751,1258
1060,1265
1214,1272
1894,1270
616,1272
1612,1274
1004,1271
1544,1276
654,1281
707,1280
769,1275
776,1281
1427,1284
1530,1279
511,1277
566,1280
594,1284
788,1274
1677,1272
445,1267
815,1279
1632,1278
1834,1281
721,1288
1664,1278
57,1280
312,1279
336,1288
465,1283
285,1280
531,1280
626,1287
848,1281
1059,1283
967,1292
1252,1279
1777,1278
432,1278
1002,1287
1749,1285
320,1287
350,1303
766,1286
1236,1289
1847,1288
1886,1282
1950,1291
805,1287
733,1270
834,1282
988,1287
1219,1298
1854,1278
481,1287
755,1288
1076,1277
1255,1299
1694,1282
262,1290
537,1291
1507,1287
1728,1283
376,1282
818,1287
1780,1297
416,1294
734,1295
331,1297
399,1287
767,1297
991,1300
1661,1289
652,1300
1873,1297
1907,1308
304,1296
1538,1300
1512,1297
1714,1298
1893,1301
322,1308
1806,1307
1843,1307
1926,1293
1763,1301
499,1293
610,1302
669,1296
1084,1302
1580,1315
419,1309
742,1310
796,1306
372,1306
683,1312
809,1300
1698,1304
1831,1310
442,1305
710,1318
923,1306
1608,1301
1728,1302
830,1307
957,1311
1208,1304
248,1310
293,1312
521,1306
588,1307
758,1308
1263,1308
1509,1308
1794,1316
481,1315
695,1326
724,1322
774,1308
952,1301
1078,1303
1672,1315
1715,1311
539,1315
997,1310
1737,1311
623,1305
673,1311
502,1312
561,1309
645,1314
664,1312
896,1292
1398,1305
1547,1311
1624,1329
466,1310
852,1309
1054,1305
1686,1312
380,1319
1232,1313
945,1315
978,1322
1748,1313
616,1323
810,1316
824,1323
844,1323
142,1311
525,1323
896,1316
1776,1324
1093,1309
1257,1323
1566,1316
1707,1326
1004,1321
1040,1319
1733,1321
483,1326
1396,1321
405,1324
668,1337
787,1322
1600,1337
801,1331
922,1324
1514,1324
1546,1325
500,1328
455,1327
1751,1330
1760,1335
425,1333
516,1332
904,1324
1062,1325
1115,1311
1133,1322
1231,1343
1242,1311
279,1329
913,1331
1045,1331
1079,1330
1558,1331
932,1338
1413,1334
577,1332
954,1336
864,1337
629,1340
1515,1340
142,1332
248,1330
544,1334
1034,1335
1097,1332
1534,1339
646,1339
476,1337
500,1345
1173,1333
1571,1337
849,1343
1244,1340
902,1339
1736,1338
557,1342
973,1339
1686,1336
462,1345
538,1346
1051,1347
389,1343
1321,1342
1213,1350
1709,1343
763,1357
787,1343
1146,1335
1163,1335
1522,1344
242,1346
959,1346
1720,1347
946,1352
1082,1346
1125,1352
810,1342
1317,1357
1507,1347
887,1348
1065,1345
1727,1352
1768,1348
554,1358
1510,1351
273,1348
396,1359
921,1358
1692,1359
901,1355
964,1354
1161,1354
1279,1364
479,1353
979,1355
1568,1359
1588,1357
1141,1356
1552,1351
1740,1353
444,1354
794,1366
1246,1359
249,1367
501,1361
847,1360
645,1361
715,1356
841,1362
818,1354
1028,1361
1727,1369
125,1358
1133,1367
289,1364
464,1364
972,1369
1040,1353
1062,1366
520,1372
528,1355
1006,1362
588,1363
989,1371
1070,1362
1157,1369
454,1367
951,1370
1488,1363
403,1381
486,1368
503,1371
1203,1365
1248,1368
819,1368
1701,1377
604,1374
1543,1369
1125,1377
1231,1378
1762,1371
831,1375
1142,1377
1313,1375
1586,1375
942,1380
1260,1389
1360,1379
228,1371
283,1377
1040,1378
1063,1374
459,1383
534,1376
548,1376
751,1378
845,1384
1110,1377
1332,1378
1352,1382
419,1381
1001,1380
1288,1379
629,1372
870,1381
1071,1380
1163,1376
1182,1370
1558,1384
76,1371
809,1383
225,1388
583,1381
1010,1380
478,1389
499,1386
518,1382
1054,1388
1490,1386
1520,1381
1540,1393
57,1394
1570,1380
20,1397
978,1390
1195,1385
283,1386
635,1386
942,1387
615,1392
884,1391
1004,1391
1080,1404
1108,1390
1586,1390
595,1390
783,1381
1120,1394
1213,1392
34,1376
788,1397
1051,1408
544,1398
569,1395
925,1392
275,1395
314,1388
903,1388
1023,1398
1499,1396
1754,1394
43,1401
436,1396
537,1392
961,1397
517,1402
855,1401
1044,1396
1068,1399
1167,1398
1303,1390
1288,1401
385,1389
493,1400
408,1402
624,1400
946,1399
997,1405
1139,1396
866,1397
880,1403
1565,1406
608,1415
1109,1405
1230,1408
1715,1403
463,1408
740,1396
1196,1402
1727,1406
1300,1410
1767,1406
315,1409
557,1410
937,1408
1282,1416
588,1404
1157,1410
337,1397
1248,1408
1524,1409
595,1409
955,1412
999,1415
1118,1417
818,1402
928,1411
381,1419
619,1412
835,1412
276,1408
365,1415
515,1417
870,1436
892,1406
906,1416
1081,1425
1097,1430
1489,1404
1574,1418
1784,1403
1730,1420
85,1419
340,1410
426,1411
462,1426
765,1402
1190,1417
359,1400
827,1417
1126,1414
1214,1417
227,1420
579,1413
37,1420
303,1412
495,1420
927,1421
792,1420
1259,1420
239,1423
818,1422
1510,1420
414,1430
917,1428
947,1423
1150,1421
259,1422
395,1412
886,1423
1315,1421
330,1415
774,1428
1222,1429
1245,1437
1746,1427
685,1419
370,1428
1791,1424
507,1439
1360,1430
49,1434
289,1428
443,1428
643,1428
485,1437
91,1432
716,1423
886,1434
898,1431
950,1440
1698,1434
800,1414
933,1435
239,1434
320,1432
328,1446
1168,1425
1922,1432
351,1432
388,1436
529,1437
555,1424
664,1421
853,1437
36,1434
311,1437
1152,1434
1264,1443
1778,1434
26,1442
253,1437
399,1437
731,1423
836,1433
986,1430
1279,1435
65,1426
272,1437
1217,1436
1495,1436
430,1445
1362,1448
1522,1444
463,1441
1796,1437
1842,1435
465,1458
705,1426
828,1442
915,1443
1207,1447
216,1435
360,1437
480,1450
811,1450
1125,1450
1505,1444
1605,1433
1533,1436
1718,1445
107,1427
247,1449
543,1450
953,1444
658,1445
1738,1446
698,1444
1903,1445
300,1435
15,1449
926,1450
971,1450
1162,1447
1490,1449
1693,1447
28,1464
829,1456
711,1451
1611,1452
1793,1450
1826,1450
1851,1449
273,1452
1231,1458
1346,1456
1569,1450
1709,1455
844,1454
593,1447
608,1453
683,1442
421,1454
452,1467
634,1442
615,1444
673,1455
777,1460
892,1453
1173,1457
1796,1457
1816,1479
215,1450
915,1457
741,1465
69,1460
323,1460
365,1458
949,1458
1464,1455
1551,1460
304,1458
799,1460
1518,1460
1606,1464
273,1465
1723,1462
19,1463
437,1466
608,1462
1590,1445
1631,1447
1799,1475
1837,1464
728,1464
907,1479
1538,1463
282,1468
1608,1489
1739,1474
1782,1464
97,1468
371,1470
200,1462
261,1466
1517,1479
219,1469
826,1478
1134,1466
1484,1472
1553,1482
1769,1469
424,1472
1479,1470
762,1469
1563,1481
1631,1471
1656,1473
562,1467
1131,1473
703,1463
878,1477
1540,1486
1578,1488
1717,1474
53,1466
580,1469
803,1474
1693,1468
77,1472
611,1481
631,1467
714,1475
1595,1481
866,1470
344,1466
663,1460
1222,1484
1193,1480
1459,1475
112,1479
312,1480
646,1477
714,1483
1211,1469
1489,1482
1657,1483
1703,1478
662,1482
1643,1480
24,1484
142,1474
739,1484
1174,1485
86,1482
789,1485
1334,1483
218,1487
756,1481
773,1484
1721,1484
167,1481
1636,1488
246,1475
560,1491
728,1484
50,1490
361,1490
871,1490
1481,1491
35,1493
638,1496
851,1484
1140,1486
1519,1503
272,1491
287,1483
687,1491
805,1496
1463,1495
1678,1480
1706,1497
301,1491
335,1486
750,1493
79,1497
1164,1505
1198,1494
1209,1494
1343,1493
388,1502
718,1493
826,1490
1726,1499
125,1498
327,1495
591,1498
141,1506
227,1495
566,1497
671,1497
1224,1496
1626,1498
54,1497
726,1507
755,1501
1501,1509
1653,1497
315,1501
1153,1499
1673,1502
579,1504
710,1503
1319,1503
99,1501
164,1500
299,1502
176,1504
1181,1519
1643,1504
611,1506
895,1501
111,1509
791,1500
1232,1511
422,1502
337,1504
655,1510
685,1509
58,1507
351,1505
448,1507
917,1504
1199,1518
556,1513
631,1506
790,1510
371,1512
193,1519
86,1515
335,1521
403,1513
598,1495
876,1502
921,1523
1697,1511
1741,1524
454,1522
743,1518
1210,1524
1468,1518
903,1517
285,1519
888,1520
1442,1501
218,1518
295,1509
844,1521
60,1519
174,1519
702,1513
113,1518
261,1512
308,1520
414,1525
777,1513
1129,1510
386,1523
598,1525
636,1520
779,1524
1224,1531
1489,1522
100,1528
618,1516
1721,1524
431,1522
857,1516
876,1525
1665,1525
856,1528
162,1520
1684,1525
256,1527
369,1532
773,1529
1699,1526
274,1537
304,1533
724,1528
898,1530
154,1527
208,1535
946,1533
50,1546
875,1532
1160,1532
2009,1533
44,1534
241,1526
711,1530
911,1536
687,1528
1613,1547
2033,1533
15,1531
28,1530
1711,1536
65,1538
119,1533
618,1536
1672,1542
750,1545
1485,1536
262,1538
642,1535
1697,1539
314,1547
1096,1540
186,1536
406,1548
1842,1547
780,1541
1732,1540
466,1536
79,1534
340,1541
522,1538
572,1528
924,1546
20,1547
390,1546
889,1547
1682,1550
220,1544
775,1557
1316,1551
1655,1554
448,1546
643,1549
686,1545
697,1553
903,1550
369,1553
512,1544
582,1551
1714,1551
253,1555
289,1551
351,1550
937,1550
918,1557
824,1548
602,1548
509,1559
653,1559
1695,1558
734,1555
757,1563
39,1563
78,1557
230,1551
576,1561
177,1551
330,1561
446,1560
491,1546
1285,1558
1323,1560
1576,1553
1712,1564
665,1559
896,1568
132,1557
237,1564
385,1568
1481,1563
1648,1566
520,1564
288,1567
1071,1554
90,1573
185,1568
245,1567
953,1557
127,1570
146,1567
708,1561
268,1570
618,1565
669,1576
922,1572
113,1571
313,1574
725,1568
325,1575
427,1553
580,1570
836,1556
208,1571
450,1580
227,1584
838,1575
1490,1578
26,1576
680,1560
557,1570
794,1573
1622,1573
1723,1571
71,1575
246,1574
401,1577
501,1574
1318,1582
1667,1574
1699,1584
152,1579
185,1578
574,1579
713,1573
804,1583
1831,1569
344,1577
1456,1587
1644,1578
133,1577
389,1577
606,1583
875,1579
201,1572
906,1585
354,1585
672,1584
771,1587
849,1586
885,1591
1783,1581
119,1585
588,1588
743,1579
820,1579
66,1585
388,1587
415,1585
641,1582
1681,1576
286,1584
500,1588
972,1573
959,1589
1733,1583
77,1589
726,1583
749,1597
703,1588
719,1596
474,1570
57,1599
91,1592
125,1596
251,1592
626,1591
788,1592
346,1595
896,1594
950,1594
868,1597
1016,1587
1703,1601
1718,1590
1780,1585
30,1591
179,1590
370,1590
842,1598
1754,1588
79,1600
392,1594
981,1584
430,1597
237,1598
312,1604
453,1603
565,1596
608,1601
1670,1606
588,1608
697,1608
939,1600
108,1599
266,1596
1222,1599
218,1600
408,1613
854,1612
193,1603
208,1606
439,1611
1021,1605
1243,1593
1257,1599
14,1605
37,1602
160,1610
291,1600
348,1612
369,1624
763,1606
813,1606
1736,1612
1752,1606
272,1610
463,1603
521,1606
709,1607
801,1600
478,1603
549,1594
955,1603
1164,1610
738,1611
39,1621
634,1607
1040,1617
1745,1611
318,1611
922,1617
1532,1608
1670,1613
1781,1611
978,1609
1455,1618
1564,1613
829,1615
880,1611
506,1614
785,1618
898,1611
88,1614
253,1623
335,1623
358,1627
499,1625
518,1633
574,1616
864,1629
1691,1615
810,1629
222,1618
564,1632
1717,1611
169,1624
191,1617
467,1630
546,1618
1763,1617
532,1624
578,1637
967,1619
1150,1630
1224,1623
754,1620
884,1624
956,1614
656,1629
995,1602
1672,1633
112,1621
637,1626
709,1620
1840,1625
101,1626
142,1628
278,1621
1608,1618
1716,1627
156,1629
206,1623
487,1635
769,1626
928,1640
940,1628
1693,1627
777,1628
848,1634
934,1621
1734,1630
88,1642
187,1633
423,1626
1530,1630
10,1632
673,1633
953,1631
1588,1629
129,1622
551,1640
58,1636
725,1635
20,1630
620,1639
655,1636
886,1630
1691,1645
1619,1638
269,1643
687,1639
710,1636
760,1636
1752,1638
78,1634
281,1637
409,1639
537,1649
905,1634
980,1634
1553,1640
103,1639
150,1638
169,1639
219,1636
961,1641
877,1643
641,1641
320,1648
186,1646
159,1644
242,1649
1011,1657
1498,1647
1594,1648
41,1650
108,1647
598,1655
1953,1649
135,1646
150,1653
225,1651
700,1653
1837,1649
72,1652
609,1659
655,1661
724,1653
968,1654
119,1654
989,1647
1000,1656
1038,1656
1824,1652
19,1664
289,1657
1231,1657
1788,1658
53,1658
268,1660
116,1682
214,1660
738,1671
1728,1660
67,1664
83,1669
1812,1656
1860,1655
147,1669
609,1674
683,1671
1268,1655
703,1677
729,1666
1644,1660
127,1671
186,1664
242,1664
968,1665
1473,1679
1847,1668
1886,1667
1672,1675
1252,1662
265,1683
991,1676
1810,1670
1874,1673
1639,1681
1923,1668
1786,1677
1892,1676
44,1685
236,1690
1610,1673
103,1675
1813,1687
762,1683
1832,1696
278,1692
1886,1688
14,1677
62,1682
1298,1688
1542,1672
253,1687
1493,1687
89,1685
206,1686
1243,1676
1881,1705
1900,1702
952,1690
1235,1685
1275,1683
20,1692
1662,1693
161,1690
228,1697
1583,1699
1253,1693
984,1698
91,1704
30,1689
64,1700
1511,1708
1630,1696
2002,1702
175,1697
973,1705
224,1718
48,1708
192,1711
1256,1703
100,1707
1609,1709
964,1707
1636,1713
828,1707
1231,1699
321,1716
1238,1716
1275,1727
1852,1725
164,1721
968,1714
28,1719
2018,1718
946,1727
1657,1723
1232,1733
33,1737
1739,1738
1920,1739
976,1735
22,1733
962,1747
1214,1730
1896,1732
1070,1741
1850,1754
1221,1750
53,1762
137,1755
113,1765
1194,1755
1219,1762
679,1758
1906,1762
1788,1765
876,1752
982,1764
755,1763
916,1756
697,1777
218,1779
1957,1770
1652,1788
925,1782
1979,1775
1115,1779
1852,1790
903,1779
1750,1779
1920,1786
1948,1789
926,1805
1971,1789
1796,1786
307,1783
1069,1791
954,1780
1119,1795
918,1795
1097,1793
162,1796
1927,1800
290,1789
332,1792
1974,1802
146,1793
1152,1803
1869,1800
1900,1802
304,1801
312,1826
1100,1812
1288,1805
1190,1814
625,1810
1175,1816
1308,1811
341,1824
950,1816
1203,1821
1875,1824
98,1830
171,1821
158,1823
291,1815
931,1826
1899,1834
135,1822
42,1829
230,1831
1158,1826
1193,1831
152,1835
966,1849
1006,1847
1030,1842
2007,1833
522,1842
250,1841
282,1830
928,1849
541,1832
1820,1831
1851,1841
204,1825
1986,1847
51,1842
223,1837
273,1852
1938,1840
137,1841
547,1853
1838,1851
174,1835
498,1852
1707,1847
1214,1850
237,1853
205,1851
2000,1862
159,1853
59,1854
209,1864
393,1858
110,1857
525,1864
944,1864
1242,1853
1743,1866
228,1861
21,1868
47,1870
253,1871
284,1877
142,1861
200,1869
266,1875
101,1860
238,1877
1218,1851
184,1858
532,1879
1398,1872
1864,1872
116,1877
992,1875
164,1878
1172,1875
1703,1868
976,1872
1733,1882
949,1878
1914,1879
66,1881
1461,1880
988,1888
1192,1890
176,1887
236,1893
1583,1889
1733,1893
2005,1887
543,1887
980,1894
1207,1886
1695,1888
1017,1886
1779,1886
126,1895
192,1893
59,1896
251,1888
496,1874
501,1894
1005,1882
80,1892
1721,1892
1217,1898
1236,1886
1751,1906
110,1890
134,1871
1039,1879
210,1888
22,1887
181,1900
529,1897
1008,1899
1701,1899
1978,1902
481,1901
1795,1913
492,1907
106,1904
171,1906
1253,1905
22,1914
992,1907
1741,1908
512,1902
556,1907
1142,1911
1190,1908
1206,1908
185,1914
43,1904
102,1918
212,1914
975,1914
998,1918
69,1914
966,1921
986,1924
1119,1918
1029,1913
1226,1923
1077,1905
1998,1925
1011,1915
92,1913
1059,1925
1764,1928
1773,1938
78,1932
1271,1917
40,1922
225,1944
524,1936
1001,1938
99,1938
150,1934
178,1966
1700,1937
18,1933
963,1934
59,1945
1026,1936
1232,1940
1264,1938
1809,1938
193,1944
1791,1949
162,1941
42,1942
1292,1932
1435,1941
586,1937
1250,1943
1334,1936
956,1940
1278,1938
209,1956
110,1959
1240,1953
1022,1950
1664,1951
1990,1948
755,1954
1902,1964
925,1937
1318,1952
74,1949
995,1949
1370,1950
196,1964
1852,1945
1036,1962
150,1969
986,1957
1447,1960
75,1959
991,1973
1213,1958
753,1964
921,1958
1058,1954
1076,1954
1290,1965
169,1966
188,1968
164,1968
933,1976
963,1964
92,1980
1260,1962
1314,1970
1013,1966
1219,1970
1060,1971
857,1994
1044,1972
50,1974
996,1979
1055,1978
1240,1973
34,1980
1829,1969
59,1983
75,1996
1289,1980
25,1993
1079,1978
14,1986
564,1982
964,1981
1100,1986
1312,1982
1209,1983
1226,2000
1284,1987
1369,1993
1001,1990
978,2001
37,1995
554,1990
945,1993
1251,1991
959,1998
1325,1977
51,1996
535,2001
1841,1995
1205,2002
1298,1984
2001,2013
1275,2005
1879,1995
1910,1998
1281,2006
568,2000
1033,2006
1826,2002
47,2012
1795,2003
64,2018
594,2002
871,2005
1317,2007
1856,2009
916,2007
1952,2012
889,2018
1923,2021
718,2008
948,2011
997,2013
1061,2016
1892,2005
577,2010
872,2015
1116,2008
1047,2011
1097,2010
1210,2024
1901,2022
1188,2013
595,2014
1244,2014
754,2014
1255,2016
1314,2019
884,2017
1295,2020
919,2018
1224,2025
934,2024
582,2026
979,2027
1135,2020
1023,2025
312,2025
1054,2030
1879,2024
724,2027
1166,2027
1287,2024
1307,2029
903,2020
916,2027
1202,2034
958,2031
708,2022
864,2027
608,2026
695,2029
877,2030
1846,2034
1122,2019
1130,2037
