Nuclei_Location_Center_X,Nuclei_Location_Center_Y
1030,117
930,126
1085,108
322,116
371,117
433,123
1073,117
1543,127
1180,106
132,119
336,125
94,125
352,123
1670,128
106,118
880,120
951,118
53,123
202,144
990,120
230,112
239,124
973,112
1174,127
169,120
451,129
423,129
148,123
582,117
296,126
562,132
261,123
29,129
320,135
15,136
288,133
395,140
1187,130
439,138
603,131
997,143
1498,142
1599,153
35,137
354,140
374,134
232,144
252,140
313,148
412,127
567,144
983,137
1089,138
176,147
965,139
57,138
140,141
275,137
463,137
1624,140
111,147
1120,143
1200,130
150,146
344,148
580,149
1096,153
262,154
1106,149
1161,148
1592,152
429,147
1041,158
1494,156
187,156
390,156
1078,150
1212,140
201,166
299,150
419,160
670,149
1020,139
29,157
373,157
975,154
1058,149
163,161
220,162
594,159
1191,161
62,164
472,152
1067,155
277,174
1203,170
334,158
1226,150
141,161
946,166
1102,164
1116,165
1628,164
269,168
991,167
1083,164
1464,160
330,166
924,154
318,163
1229,165
1479,156
83,151
538,155
972,169
1064,171
127,163
1182,169
103,186
490,155
1656,155
36,175
312,179
383,173
1662,170
48,166
1029,186
667,178
923,185
1682,172
906,168
951,152
1013,166
152,183
1239,175
1492,182
1639,158
143,183
401,172
991,182
301,181
371,178
438,179
1608,174
26,183
110,182
1055,190
1650,184
1694,179
331,184
347,171
1316,168
1625,185
1730,176
119,176
585,183
1100,179
1250,179
901,184
1477,182
78,185
133,186
599,185
185,181
279,187
483,182
1233,185
1634,185
552,183
469,194
887,186
310,195
422,183
1593,186
290,189
496,187
1215,191
185,198
330,194
379,191
441,194
1244,201
1747,174
55,216
166,194
1066,190
345,192
1707,195
31,216
1101,205
1137,214
1282,185
37,205
61,201
958,194
996,196
1328,190
350,207
426,197
1672,180
1678,188
954,205
164,209
1043,196
1205,219
1285,206
1654,198
511,195
544,204
1295,187
134,199
1267,193
1485,196
1618,204
1691,198
146,202
1013,205
1146,200
1707,208
393,207
1219,208
1459,208
368,212
1040,208
493,213
1113,198
1645,205
1584,197
530,210
566,211
418,212
1171,222
1769,211
338,214
107,211
517,211
596,202
1448,214
1228,228
1340,202
1034,215
1498,207
723,218
598,215
1786,215
136,216
754,218
1289,223
1682,221
1159,238
87,228
146,220
511,224
619,210
1044,222
1667,225
531,224
1321,224
1342,220
175,221
392,223
1455,225
41,249
634,222
1249,233
1620,222
1766,227
1107,231
1517,219
413,233
1060,229
1710,223
645,223
1281,232
1498,232
137,231
502,236
1430,225
738,240
970,228
1750,214
1807,242
25,242
89,239
545,241
1332,232
1490,240
1522,250
1043,235
1377,234
588,240
834,233
1458,238
1632,235
579,242
956,244
1028,242
1067,236
1414,227
1992,229
563,239
1390,235
1791,233
1650,235
114,256
138,259
988,246
1011,238
1127,244
1356,224
1504,242
1369,244
1408,249
1474,246
1507,256
1689,241
583,253
1577,245
1988,244
1435,247
1450,250
1569,253
1628,250
968,253
1321,268
1606,253
1047,248
1057,259
2016,249
1031,254
1127,255
147,264
564,259
1150,258
2027,254
1398,255
1792,257
199,252
1072,253
1484,273
1547,257
1568,264
775,266
953,261
1101,257
1664,263
1729,259
1425,265
1598,264
992,268
1044,268
1444,262
1725,268
2019,263
1207,259
1301,271
623,268
1050,281
1145,273
1335,278
1645,273
1684,267
1978,259
1428,277
604,257
1610,265
1788,268
1532,273
1072,274
1380,272
1091,268
1995,270
572,280
975,271
998,279
1623,273
1017,267
1686,274
865,279
583,276
613,283
881,263
1114,272
1177,273
1200,278
1493,278
1555,282
556,276
1024,277
1511,279
1520,302
1228,285
1448,281
1097,286
1628,287
1790,288
1506,287
1977,279
1381,286
1687,283
1670,278
1032,282
1604,289
878,286
1460,273
45,288
1077,284
19,280
1699,297
71,290
852,287
911,289
1959,282
567,294
1112,290
1645,294
1733,303
1481,308
1663,295
342,294
1984,293
2012,281
846,302
894,284
1713,312
60,301
1603,301
617,303
864,300
1388,303
588,293
1107,305
1684,298
962,313
1542,301
562,309
1586,309
1967,314
2020,299
332,305
1458,303
1617,301
1992,318
822,298
2035,305
1802,301
1940,301
27,310
1031,306
1133,295
1566,322
1988,307
1073,304
1359,307
533,312
856,309
540,312
941,315
955,329
1614,313
829,301
899,312
1424,318
927,313
1445,315
1798,323
1823,306
1004,327
1400,314
2014,315
873,321
1157,314
1940,322
343,316
580,320
1459,321
1078,321
857,318
1016,330
627,333
915,323
1123,319
546,320
849,322
2005,329
1682,325
1827,316
1068,319
1379,326
1927,323
1846,321
896,327
1396,326
1803,330
930,326
1410,327
1455,334
1597,329
2033,328
1646,332
586,346
599,330
884,337
1921,339
500,332
1621,343
2038,336
855,338
1663,339
1403,339
1433,340
1507,331
1807,341
558,341
869,341
1369,336
790,345
830,346
1418,346
33,343
603,342
1526,344
2012,346
703,342
910,345
465,345
491,338
767,336
1865,334
649,346
1689,343
808,352
69,353
798,348
868,354
1392,353
1454,351
1624,359
1886,354
532,358
519,363
663,356
1653,353
569,365
1837,360
2003,360
607,360
2030,366
483,347
53,364
149,362
249,360
578,368
1670,363
907,361
1416,357
736,376
764,368
1030,365
798,367
1453,365
500,366
671,380
265,373
135,368
617,380
590,373
773,380
1234,358
1383,367
1662,374
1869,373
1797,368
511,375
657,375
1446,380
73,380
465,367
438,377
603,376
1431,380
1629,378
454,381
1695,383
2006,378
276,386
511,382
290,373
1467,384
1677,387
1840,388
784,396
1792,384
534,383
1867,387
1663,391
559,393
1429,391
1809,393
1383,380
20,389
570,393
1330,378
1352,386
598,395
1651,394
58,395
510,396
1839,399
369,386
1443,398
844,393
1415,382
1423,399
832,397
1864,397
2003,394
796,407
1621,399
1665,403
2029,410
1359,401
1827,399
1919,408
858,409
619,418
434,411
537,404
1251,403
1435,411
1776,390
1854,398
454,410
1332,407
1697,402
1942,396
1510,396
1876,407
2009,411
356,414
1415,410
1844,411
1727,414
1811,407
496,411
1352,413
1455,409
1648,408
592,415
1136,397
1271,392
1621,416
288,404
471,419
1504,414
1700,431
1900,416
1241,419
1674,415
1723,390
88,410
511,417
1371,417
422,419
1655,423
1735,419
1821,420
1178,414
609,423
1698,420
1789,423
1941,422
1999,418
319,424
1218,432
1387,411
1510,430
1872,435
451,435
533,424
1263,426
289,424
1054,424
1272,428
1415,422
1124,427
1756,435
1985,403
365,438
1200,430
1486,428
1986,431
611,440
1448,425
1639,429
1720,428
1806,423
1823,429
1831,450
584,439
1063,427
1999,429
1690,428
1889,437
541,449
1622,434
2019,432
1603,433
1819,437
1949,437
1855,432
1922,425
81,430
463,445
1013,438
1465,436
2032,440
381,442
1294,438
1903,441
1672,434
1724,451
1779,442
1048,439
1309,440
1354,443
1421,439
1809,446
1993,440
1131,443
1182,443
1328,440
1443,442
1546,435
1655,444
477,455
1209,442
1973,443
1009,449
275,439
354,446
1252,447
396,451
1404,441
1665,447
1250,469
1491,441
1571,438
294,447
1149,445
1327,454
1467,456
312,447
1075,435
1442,454
1608,454
2015,451
1309,458
1676,453
1999,451
1139,461
1775,457
1115,453
1369,458
1509,451
1795,455
18,456
998,445
1165,457
1378,453
1709,466
1553,444
1569,462
361,462
1423,459
1482,460
1495,457
1695,455
1956,456
269,461
1264,482
1181,456
1075,462
1435,460
1635,453
298,460
1290,465
1302,459
1528,462
1465,473
1558,473
1620,463
386,465
1745,457
306,469
857,456
1047,462
1158,465
1359,465
1920,476
1009,468
1642,465
982,472
1335,470
1414,465
1442,473
1517,467
1589,454
1191,481
1367,472
1028,466
1661,463
287,473
1095,473
1353,477
1540,475
1504,471
27,480
1066,474
1376,478
1551,478
1936,480
860,479
1153,474
1316,483
1490,476
1716,480
1692,477
1036,483
1482,473
307,488
1016,489
356,475
1621,480
269,493
1096,484
1166,483
1425,484
1817,477
1964,495
1379,495
1670,486
57,482
1057,490
2006,502
1109,487
1154,489
1595,487
1514,494
1535,488
1650,489
1497,501
1716,489
1147,487
1706,496
1574,486
1276,492
1783,496
1288,487
1317,493
1922,505
288,503
1151,504
1397,472
83,502
1043,498
1097,497
1181,504
1339,491
1454,491
373,493
838,492
1695,498
1826,499
48,492
320,496
1351,501
1589,499
1713,500
1420,502
1059,504
980,500
1737,506
75,503
1306,500
1686,513
1810,504
2024,506
1329,504
1443,513
69,514
381,511
998,507
1043,512
1266,517
1377,511
1661,509
1078,509
1521,502
351,514
1388,515
1407,509
1568,511
1123,495
1562,519
1467,509
1603,521
113,502
1056,512
1092,516
38,509
1480,512
1320,515
1371,523
1524,517
1542,507
1355,517
1583,519
1767,522
79,521
345,535
962,514
1421,520
1515,519
94,519
1455,522
1102,526
1215,531
1399,522
108,539
40,524
1622,531
1667,528
1134,523
2016,531
283,528
1469,526
1569,542
1355,528
1457,529
1528,529
1543,534
1790,532
377,527
1480,534
1803,517
936,532
1409,535
1601,540
1709,526
899,530
924,527
1654,530
393,534
1495,543
1676,538
1755,533
916,536
1020,539
1046,540
1086,539
1430,543
872,541
1389,541
1836,533
265,530
1199,536
1661,541
1777,541
1487,541
1748,541
842,537
982,545
1367,543
902,553
1633,545
1461,542
57,534
363,552
1815,537
86,541
1032,552
1127,551
1694,548
1073,548
279,550
289,551
1648,549
383,560
1411,552
1541,562
1819,561
1044,554
1099,546
1341,558
1480,552
1579,561
85,559
260,550
875,558
1742,543
1081,558
1248,550
1058,558
1091,568
1112,567
1763,556
2017,552
156,572
176,548
1617,559
1791,555
1353,569
1397,574
1627,577
857,559
1229,559
1403,556
1519,563
168,571
1739,565
1374,573
1489,564
1698,561
90,568
1330,561
28,565
1276,558
1714,555
1846,558
992,562
1419,566
1446,573
1657,562
1883,567
65,563
179,571
257,564
454,576
1511,573
1678,567
2023,567
145,569
229,559
411,554
403,575
1242,577
1455,564
198,561
45,565
1221,577
89,579
1039,570
1662,584
1809,575
1582,578
1809,582
77,564
1006,586
1691,581
1888,594
1289,580
247,575
1085,582
1480,572
1749,577
1842,590
1767,582
222,575
1782,580
1433,577
22,584
1055,579
864,587
1031,576
1651,586
1793,580
1259,584
177,586
1511,584
1598,587
1758,597
2023,584
204,589
1479,589
829,586
1462,596
1529,585
116,589
84,591
154,598
1411,594
1707,592
1804,591
2003,593
1392,597
1547,592
1362,590
39,592
97,598
114,596
1268,602
66,592
1486,600
1518,600
1726,586
1989,603
1377,603
1950,599
144,601
318,602
1363,605
1501,594
84,602
1576,599
1051,598
1049,606
1674,603
220,607
1653,602
1698,604
1347,607
39,608
878,605
1397,608
461,615
1471,612
1504,609
1721,610
140,612
2019,611
1636,609
490,612
1337,613
1601,615
176,605
1534,612
1996,615
56,617
1337,633
1440,603
1491,623
79,612
105,615
1222,620
1419,616
1689,622
36,621
893,617
1383,615
1802,618
204,627
225,617
1274,617
1457,617
840,621
1299,613
1718,621
388,609
1617,606
73,622
93,620
163,623
1552,616
1573,621
998,618
1362,621
1530,628
1763,615
1399,623
1511,627
128,624
1385,626
1048,623
856,622
1774,622
143,631
1647,628
1737,627
1284,630
1592,628
1007,628
1408,631
1613,634
247,630
1470,630
27,635
276,638
1703,623
1266,638
1668,630
56,641
1370,638
1566,632
1725,633
78,653
379,626
1307,638
1749,637
219,640
1234,641
432,638
1357,640
1465,644
123,638
238,651
404,639
1575,639
1716,639
251,647
1589,643
178,637
863,637
1021,646
1141,644
1755,629
83,644
154,648
370,640
889,639
1724,645
1739,651
35,647
1538,646
1685,649
1976,643
138,651
300,638
1030,648
1077,640
1293,649
1633,641
224,648
204,645
553,649
1328,652
1491,659
1505,646
1554,647
1660,652
972,641
193,666
1050,654
264,650
1066,653
1355,651
1473,650
1631,656
327,642
1528,662
21,657
826,657
1707,652
295,663
873,652
947,649
96,656
750,634
776,653
806,655
1279,662
1573,665
1431,665
1502,663
786,663
1592,660
31,665
347,654
409,659
1053,664
1609,663
1637,663
220,660
312,652
930,663
232,658
733,637
1166,669
1363,665
577,658
805,673
1946,663
211,665
432,658
556,665
1996,650
162,666
176,669
1667,668
1713,666
537,672
1685,668
298,675
887,665
1064,670
1506,683
1732,671
144,673
765,662
966,678
1051,674
1649,674
61,677
102,674
1390,676
927,671
261,687
322,669
365,677
1003,679
546,666
1532,677
1696,675
71,677
280,667
910,673
951,686
1658,679
1911,677
575,678
721,663
740,673
757,677
897,680
222,681
292,682
377,671
1060,684
128,683
162,683
849,658
1668,684
1713,678
92,678
874,675
1012,693
804,686
323,683
924,683
1440,681
1564,677
1733,688
977,693
1456,683
1694,685
1327,675
1365,681
443,678
779,691
912,689
984,681
1137,691
195,688
306,691
1326,692
1405,677
87,690
344,684
1585,685
222,691
545,689
751,687
1715,712
76,691
278,686
710,689
819,688
1408,693
1476,675
69,690
174,683
245,698
576,687
1049,694
1591,695
1747,710
149,695
1349,677
120,693
728,694
784,704
846,687
968,704
1062,695
524,697
745,696
883,699
190,697
559,701
1612,693
205,697
333,698
384,705
448,702
290,696
1027,715
1368,703
1492,713
1579,699
96,702
1680,694
399,697
766,702
898,712
1044,705
165,697
313,704
535,707
1356,703
1675,726
146,715
1631,717
179,704
337,708
1506,708
1592,713
1695,707
133,711
203,706
229,703
488,701
291,709
814,710
1551,700
277,709
501,699
1476,707
393,708
917,707
1447,706
77,720
473,713
724,705
733,712
858,710
1421,713
1460,716
1733,722
436,709
1538,705
1761,720
156,729
681,712
747,712
795,715
446,718
1354,715
1703,714
57,722
248,732
1506,716
1567,713
327,718
276,721
305,720
339,718
415,717
608,718
31,717
199,715
440,732
908,720
118,715
254,723
392,721
788,721
1890,717
511,721
565,712
814,726
1446,721
1687,723
1523,717
1470,721
1612,729
185,719
1500,728
859,725
1563,736
832,721
1938,724
569,725
1126,724
1709,732
416,733
1230,727
261,731
286,731
664,719
1313,733
163,731
1460,738
1583,728
1979,724
205,732
327,738
485,733
500,739
613,727
634,722
321,731
467,730
1420,729
1533,731
311,734
533,726
783,728
858,730
125,732
367,732
1697,732
186,733
94,727
880,734
118,747
710,742
287,740
758,739
1491,740
298,732
342,759
557,736
1347,736
1451,766
1544,741
656,731
895,738
922,733
223,721
397,751
584,746
672,744
769,743
36,751
404,743
1422,744
514,742
1593,743
178,742
200,746
870,743
373,740
435,754
1172,747
93,747
300,749
735,749
1355,751
658,750
882,749
1288,750
261,759
330,745
163,749
291,753
323,750
488,752
526,754
782,750
540,749
716,754
805,761
913,752
1328,754
1480,751
226,760
697,759
852,760
888,753
462,746
676,755
1160,767
618,759
738,757
752,755
1310,761
1490,757
175,761
581,756
868,766
932,754
138,769
1085,743
1473,760
326,762
425,772
497,761
566,761
1364,763
508,761
593,760
626,760
827,759
1041,755
1340,763
641,752
147,760
287,764
661,769
725,765
469,763
83,756
155,761
771,767
1223,756
1451,766
1488,772
1194,766
550,768
1380,773
218,780
451,771
532,772
591,773
711,775
782,768
385,766
1059,768
70,770
313,771
580,777
945,762
1326,772
73,756
600,774
1035,771
1414,775
1478,771
1502,774
114,775
351,782
515,777
1799,766
44,774
122,769
155,776
275,769
1465,769
1559,774
174,794
408,768
466,777
635,777
796,784
881,778
1434,780
105,785
686,775
810,786
1258,774
187,776
247,772
706,780
1217,782
1339,780
1421,780
1523,793
724,780
70,783
403,788
917,798
1443,797
1272,786
145,802
265,792
1060,783
1356,792
1380,803
92,783
274,786
489,785
969,788
1046,791
57,792
668,788
1971,775
292,784
767,789
1023,778
461,793
618,787
1076,791
1468,788
573,788
792,799
1489,788
48,794
231,788
372,778
313,791
31,785
553,785
692,791
435,787
20,783
512,793
752,772
902,799
125,793
611,782
720,797
1249,797
241,790
251,797
1404,796
1510,799
1956,809
1416,793
34,800
62,814
548,803
1170,794
1534,797
112,801
293,802
526,799
1396,804
671,801
1804,788
262,809
693,806
1121,817
1350,804
1042,806
577,802
1494,810
2022,796
562,802
735,804
642,796
1922,811
1973,809
326,804
1027,802
1318,795
30,813
295,816
352,804
1189,801
1464,815
1787,799
1901,794
419,807
607,802
753,806
1400,820
1827,801
234,817
440,808
467,810
903,819
1526,814
499,814
582,812
1051,816
308,830
381,810
528,817
674,814
777,816
1315,812
86,806
236,810
1345,814
284,815
396,807
703,817
741,816
1419,813
1878,805
2006,822
2027,820
140,819
427,818
1908,822
339,821
557,823
633,823
1808,811
712,819
1034,817
1330,821
1517,820
1827,819
327,821
382,820
722,821
732,823
275,829
2037,820
539,828
602,825
1512,828
1750,825
82,831
656,818
1422,827
1472,828
1862,812
126,825
416,824
1838,814
439,826
1373,822
1813,823
1990,833
77,824
1310,824
1438,838
760,831
364,826
374,830
465,830
1806,831
2012,831
672,831
774,833
1142,838
1382,832
1651,828
1872,831
310,839
626,833
1340,832
290,844
1409,838
393,832
685,847
1494,837
51,834
721,845
317,836
405,840
1735,836
578,831
753,833
1828,836
36,835
492,838
703,847
64,840
74,841
437,840
659,831
1123,833
1327,834
1659,835
1903,841
423,839
595,844
1109,841
1224,819
1301,834
1481,840
102,827
1358,831
1456,842
1783,849
1851,839
1866,842
2024,840
469,846
612,844
1691,856
1812,843
344,848
1061,834
1760,843
1886,842
1045,842
42,864
1419,846
1455,852
1491,847
1875,847
371,855
557,844
627,847
1379,846
1802,848
109,850
1509,848
1701,848
1820,857
1219,848
1264,850
1743,845
28,856
1318,847
1336,847
62,855
1666,853
431,852
399,856
579,852
513,848
1052,858
1384,864
1867,862
1896,855
246,854
482,862
1066,863
1495,858
350,869
623,859
666,861
608,863
1026,856
1314,862
1430,861
1644,858
445,861
1230,861
1011,865
1354,852
1676,863
1890,869
64,863
591,862
1724,860
1744,866
1464,863
1841,862
412,862
466,866
1290,869
1306,866
1337,865
1017,873
1706,868
514,875
537,859
645,861
393,881
902,844
576,877
1324,871
1759,869
1827,881
992,865
560,865
611,885
1442,875
870,867
1998,886
1049,872
1745,877
423,878
1036,870
1395,883
1909,867
448,878
533,879
922,869
1480,875
1060,879
1713,879
1853,875
891,863
1081,887
1507,884
1679,883
101,889
477,884
646,882
1195,887
1754,889
1883,882
1021,883
1410,893
367,881
1001,886
1063,888
1317,884
1763,882
937,882
1048,882
1719,886
1846,892
1911,881
872,887
1447,894
44,889
459,887
505,893
532,894
1874,887
422,892
655,898
771,889
1693,891
1347,893
1664,888
641,894
952,886
489,887
1012,900
1033,891
62,893
241,907
903,895
1485,909
1824,898
1856,895
1914,890
969,892
1641,882
1894,896
93,900
593,887
1683,897
1869,902
1463,897
480,904
568,898
1028,910
1527,890
437,906
589,899
1072,906
1741,897
1796,898
411,909
422,902
1782,878
403,895
1543,896
1798,891
68,905
527,904
1038,904
1327,900
1340,921
1373,911
372,903
575,904
925,904
1459,915
1926,898
80,906
1707,902
1359,907
1498,905
1655,906
1836,905
934,898
1813,906
1003,903
50,905
552,903
1050,911
1245,910
1755,908
1796,915
586,914
634,904
1314,918
1725,910
916,909
981,889
1996,912
1183,913
1629,902
1691,914
1826,912
1918,916
1953,909
522,918
1705,921
531,913
944,916
1014,917
51,921
380,920
455,916
1547,913
1671,918
1888,911
1270,921
1361,929
1713,919
1966,909
926,920
1001,918
406,923
424,922
512,919
1765,926
1819,925
1872,920
93,921
496,919
1984,906
1038,918
1935,912
656,920
1052,923
1581,912
473,925
913,924
944,934
975,915
1476,925
1953,924
963,924
1969,925
640,940
1024,927
1591,930
1902,916
1740,925
777,914
1547,928
1697,935
1903,934
43,932
410,931
988,930
1041,935
1149,922
1939,929
959,936
1562,936
355,926
365,938
1277,936
1519,936
1753,932
1840,923
932,933
1501,930
1576,932
1856,934
48,945
397,933
428,931
800,935
856,939
1023,940
1641,942
472,933
1002,933
1467,944
1948,942
501,935
791,950
654,937
913,936
1218,940
1532,937
83,937
1667,934
769,934
962,947
1880,938
1935,958
810,941
1539,956
1890,941
977,935
995,945
1654,944
1809,938
1995,937
669,950
1207,945
1556,947
1689,944
478,952
768,956
926,945
1184,929
1370,948
1631,948
1843,945
101,944
1163,945
1519,962
1968,945
1899,955
1132,948
345,956
1101,948
375,959
536,951
680,953
982,953
1810,953
511,950
1013,957
1033,951
1613,961
1785,935
1869,948
2016,949
909,963
1255,952
1916,948
1195,953
1249,963
1834,960
62,954
737,950
968,961
756,964
1640,962
1774,953
651,961
952,965
1676,954
637,960
992,961
1183,968
60,974
490,960
665,961
1201,968
1886,956
1120,963
1658,960
692,955
509,971
1996,970
458,969
492,977
710,954
408,961
1119,970
1958,965
1973,972
365,974
578,974
740,972
1718,980
1024,970
391,966
1653,985
1847,972
1883,981
560,966
646,973
1632,985
1152,970
1910,973
84,981
445,975
1040,974
401,977
1709,980
474,975
1218,974
1248,978
2025,964
159,977
718,980
680,974
550,982
1010,987
1810,970
537,975
1140,985
1572,992
1612,993
752,987
936,974
1114,987
665,983
978,978
1670,990
1776,993
1950,983
477,984
1073,988
1197,983
1169,979
1181,985
632,982
502,986
697,985
1124,980
1802,987
391,986
1154,995
1264,991
1981,990
587,986
1039,991
1204,992
1827,994
1918,990
2030,992
1956,996
459,993
64,1001
719,991
1192,993
1813,995
2010,1001
432,993
484,997
1594,988
1863,992
380,997
451,990
517,1001
655,1008
1135,1001
1226,997
469,1003
1013,995
1090,991
1175,1003
1364,995
1784,1012
610,998
677,1006
701,998
987,1001
1206,1000
1997,1000
1031,1002
1969,1005
944,998
1842,999
411,1002
588,1000
1584,1017
1937,1000
974,1001
1234,1008
1883,1006
387,1005
595,1009
1826,1007
441,1008
483,1017
1143,1014
1857,1008
732,1008
419,1009
1062,1016
1101,1010
1164,1016
72,1012
1027,1013
1187,1014
1817,1015
1985,1011
580,1016
1201,1014
2023,1018
398,1022
527,1018
1012,1016
1922,1009
693,1021
1131,1018
1995,1016
409,1017
1869,1025
427,1018
504,1017
1049,1010
1968,1018
462,1016
742,1025
1083,1018
1106,1020
1361,1025
376,1017
519,1019
1279,1013
1827,1021
1843,1019
947,1023
1120,1010
1806,1016
1898,1022
446,1023
1153,1025
971,1021
1945,1021
455,1026
1119,1024
420,1041
956,1033
1208,1029
1925,1029
378,1030
1794,1028
924,1037
1119,1034
1132,1045
1180,1041
1077,1040
1259,1035
1806,1031
1842,1030
474,1032
704,1034
1087,1035
1318,1052
2003,1032
1016,1035
1103,1042
1167,1032
1825,1036
1970,1035
522,1035
977,1047
1153,1043
1784,1042
1849,1039
897,1039
947,1038
1025,1036
464,1041
493,1036
723,1032
734,1042
1211,1048
1839,1039
444,1049
2014,1041
485,1045
665,1045
1878,1044
394,1044
1225,1044
369,1050
1268,1046
1581,1039
1996,1047
1202,1048
1948,1043
1975,1043
2033,1047
711,1050
1001,1044
519,1050
941,1052
786,1050
697,1058
1153,1066
1823,1056
1283,1058
1558,1043
1963,1055
490,1054
581,1062
625,1067
1902,1047
1590,1049
482,1054
926,1054
1814,1061
763,1056
954,1058
991,1059
416,1065
539,1064
726,1053
1272,1070
1528,1055
1573,1058
389,1061
654,1063
1196,1062
1865,1059
1097,1065
1175,1064
1837,1059
1889,1061
1923,1052
896,1055
771,1066
891,1070
1930,1065
2007,1060
528,1066
1138,1080
1774,1057
368,1066
456,1065
1165,1067
915,1062
1220,1062
1974,1062
2013,1071
1073,1064
1854,1063
750,1076
797,1060
820,1055
874,1058
934,1067
1541,1054
1553,1067
1990,1070
746,1070
854,1062
1063,1062
1800,1074
385,1074
497,1073
681,1070
649,1075
913,1078
1186,1084
1781,1076
394,1085
803,1074
1673,1076
1901,1082
1926,1077
1953,1069
2025,1076
659,1080
956,1075
1211,1080
1760,1065
472,1080
523,1075
731,1072
1078,1078
1534,1072
1578,1069
1970,1074
423,1077
1112,1086
329,1086
719,1070
932,1086
972,1084
443,1078
764,1084
1068,1076
1586,1078
678,1089
815,1081
1551,1083
1721,1076
1755,1083
1944,1082
490,1086
698,1082
790,1090
1673,1090
167,1084
872,1087
1811,1087
480,1085
1967,1085
348,1093
499,1086
995,1088
629,1089
748,1090
844,1086
1037,1087
1080,1090
1563,1088
1784,1090
1798,1088
736,1088
955,1095
1060,1093
310,1075
1026,1093
1576,1092
1768,1094
1831,1098
370,1097
1727,1091
1996,1088
319,1095
438,1095
971,1096
1744,1077
1250,1094
1549,1094
1648,1093
1902,1098
505,1093
714,1093
1222,1096
1526,1091
994,1103
741,1099
1910,1113
419,1095
1073,1103
1597,1085
852,1104
886,1098
1806,1103
188,1096
389,1102
693,1095
1105,1110
1924,1103
330,1107
651,1108
1753,1102
644,1098
902,1098
359,1101
483,1100
1730,1103
2013,1096
923,1105
981,1088
343,1105
1482,1098
1264,1110
1704,1111
1747,1111
1788,1103
454,1101
782,1112
1596,1113
313,1114
1846,1123
383,1112
700,1106
1209,1119
1611,1116
1766,1110
1868,1118
355,1112
661,1108
1236,1114
401,1115
417,1116
436,1116
465,1113
835,1113
1044,1110
1729,1127
1802,1118
427,1115
747,1115
1779,1114
367,1116
631,1114
674,1113
701,1119
726,1109
950,1115
2009,1116
153,1115
202,1110
798,1115
854,1122
986,1118
1962,1123
450,1122
527,1123
280,1121
331,1122
1015,1114
1221,1124
170,1107
805,1114
1597,1129
304,1122
406,1124
688,1119
934,1110
967,1115
2008,1131
806,1122
1054,1125
1561,1117
1759,1124
262,1113
1073,1119
239,1119
658,1132
963,1126
1084,1123
194,1129
715,1128
1809,1129
765,1111
920,1124
1484,1125
868,1120
895,1121
952,1129
992,1129
149,1126
221,1127
679,1126
1064,1129
1996,1136
2022,1127
440,1147
632,1128
975,1138
314,1136
489,1132
505,1130
338,1136
847,1139
1111,1141
1784,1124
1977,1131
298,1133
418,1134
1493,1137
265,1139
797,1135
1086,1145
1553,1133
172,1128
690,1137
759,1138
933,1136
866,1156
1053,1160
468,1129
817,1142
372,1151
640,1139
768,1142
1000,1142
1474,1136
354,1147
1545,1141
1575,1142
1839,1137
139,1138
194,1152
263,1142
294,1147
498,1142
899,1143
1783,1142
1970,1143
545,1144
786,1141
1505,1134
424,1157
712,1145
724,1145
1984,1141
1034,1141
1814,1145
176,1146
310,1152
406,1138
677,1151
694,1157
926,1146
954,1140
1067,1150
1249,1154
1715,1141
